Plot ID,Sowing date,Harvest date,Width,Length,Row,Column,Replicate,Rack,Accession,PECO:0007167,PECO:0007102,AvailN_CalcNutAvail_kgha,BioYld100_CalcGbSamp_tha,BmsNOff_CalcCombYld_kgha,BmsNUpE_CalcFh_kgNOff/kg_Navail,BmsNUtE_CalcFh_kg_biomass/kg_Noff,FertN_FertApl_kgha,FrWtGrnPl_Fh_kg,GrnAlCnc_Icp_ppm,GrnAlOff_CalcIcpYld_kgha,GrnAsCnc_Icp_ppm,GrnAsOff_CalcIcpYld_kgha,GrnCaCnc_Icp_ppm,GrnCaOff_CalcIcpYld_kgha,GrnCdCnc_Icp_ppm,GrnCdOff_CalcIcpYld_kgha,GrnCoCnc_Icp_ppm,GrnCoOff_CalcIcpYld_kgha,GrnCrCnc_Icp_ppm,GrnCrOff_CalcIcpYld_kgha,GrnCuCnc_Icp_ppm,GrnCuOff_CalcIcpYld_kgha,GrnFeCnc_Icp_ppm,GrnFeOff_CalcIcpYld_kgha,GrnKCnc_Icp_ppm,GrnKOff_CalcIcpYld_kgha,GrnMc_CalcFh_%,GrnMgCnc_Icp_ppm,GrnMgOff_CalcIcpYld_kgha,GrnMnCnc_Icp_ppm,GrnMnOff_CalcIcpYld_kgha,GrnMoCnc_Icp_ppm,GrnMoOff_CalcIcpYld_kgha,GrnNCnc_Com_%,GrnNOff_CalcCombYld_kgha,GrnNUE_CalcFh_kg_grain/kg_Navail,GrnNUpE_CalcFh_kgNOff/kg_Navail,GrnNUtE_CalcFh_kg_grain/kg_Noff,GrnNaCnc_Icp_ppm,GrnNaOff_CalcIcpYld_kgha,GrnNiCnc_Icp_ppm,GrnNiOff_CalcIcpYld_kgha,GrnPCnc_Icp_ppm,GrnPOff_CalcIcpYld_kgha,GrnPbCnc_Icp_ppm,GrnPbOff_CalcIcpYld_kgha,GrnSCnc_Icp_ppm,GrnSOff_CalcIcpYld_kgha,GrnSeCnc_Icp_ppm,GrnSeOff_CalcIcpYld_kgha,GrnSsDrWt_Fh_g,GrnSsFrWt_Fh_g,GrnTiCnc_Icp_ppm,GrnTiOff_CalcIcpYld_kgha,GrnWt_GbSamp_g,GrnYld100_Fh_tha,GrnYld85_Fh_tha,GrnZnCnc_Icp_ppm,GrnZnOff_CalcIcpYld_kgha,HI_CalcGbSamp_%,HarPlL_Fh_m,HarPlW_Fh_m,LodAr_Vis_% 2021-08-11,LodSev_Vis_0to10 2021-08-11,NHi_CalcCombYld_%,NoGr_TgwMeas_No sample_1,NoGr_TgwMeas_No sample_2,SlMinN_SoilSam_kgha,SpkPop_CalcGbSamp_m2,StmNoS_GbSamp_No,StrwChfWt_GbSamp_g,StrwNCnc_Com_%,StrwNOff_CalcCombYld_kgha,StrwYld100_CalcGbSamp_tha,StrwYld85_CalcGbSamp_tha,TGW_CalcTGW_g,WtGrSp_CalcGbSamp_g,WtGr_TgwMeas_g sample_1,WtGr_TgwMeas_g sample_2
30,2020-09-28,2021-08-14,1.8,9.0,6,36,2,1,Malacca,RFP,N100,182.24,12.21714286,151.0522474,0.828864395,80.88024558,100.0,9.928,,,,,,,,,,,,,,,,,,,13.29032258,,,,,,,1.85,122.9055765,36.45492031,0.674416026,43.98176653,,,,,,,,,,,,,67.2,77.5,,,201.8,6.643544678,7.815934915,,,54.37887362,7.3675,1.8,,,81.36626808,522.0,506.0,82.24,329.2143051,100.0,169.3,0.505,28.14667084,5.573598186,6.557174336,29.57198444,2.018,15.3,15.1
31,2020-09-28,2021-08-14,1.8,9.0,6,37,2,1,Riband,RFP,N100,182.24,10.92717272,140.7689046,0.772436922,77.6249041,100.0,8.92,,,,,,,,,,,,,,,,,,,13.94101877,,,,,,,1.83,108.2373778,32.45506371,0.593927666,42.01645829,,,,,,,,,,,,,64.2,74.6,,,167.2,5.91461081,6.958365659,,,54.12754937,7.3675,1.8,,,76.89011867,517.0,510.0,82.24,353.7446657,100.0,141.7,0.649,32.53152681,5.012561913,5.897131662,32.71665044,1.672,16.7,16.9
32,2020-09-28,2021-08-14,1.8,9.0,6,38,2,1,Zyatt,RFP,N100,182.24,9.565439608,128.0829823,0.702825847,74.68158094,100.0,8.417,,,,,,,,,,,,,,,,,,,13.01546392,,,,,,,1.89,106.506248,30.92214233,0.58442849,43.996877,,,,,,,,,,,,,67.5,77.6,,,151.7,5.635251217,6.629707315,,,58.91262136,7.3675,1.8,,,83.15409754,516.0,523.0,82.24,371.4733828,100.0,105.8,0.549,21.57673426,3.93018839,4.623751047,29.83638114,1.517,15.5,15.5
33,2020-09-28,2021-08-14,1.8,9.0,6,39,2,1,Graham,RFP,N100,182.24,14.22588,150.676271,0.826801311,94.41353914,100.0,11.354,,,,,,,,,,,,,,,,,,,14.0077821,,,,,,,1.6,119.6311901,41.02803654,0.656448585,49.62260702,,,,,,,,,,,,,66.3,77.1,,,152.0,7.47694938,8.796411035,,,52.55878285,7.3675,1.8,,,79.39617122,505.0,510.0,82.24,491.9045645,100.0,137.2,0.46,31.04508087,6.748930625,7.939918382,36.55172414,1.52,18.5,18.6
34,2020-09-28,2021-08-14,1.8,9.0,6,40,2,1,Barrel,RFP,N100,182.24,13.90536376,146.8052374,0.805559907,94.71980707,100.0,11.039,,,,,,,,,,,,,,,,,,,13.83561644,,,,,,,1.56,113.7305028,40.00448226,0.624069923,49.66046836,,,,,,,,,,,,,62.9,73.0,,,156.5,7.290416847,8.576960996,,,52.42881072,7.3675,1.8,,,77.47033065,506.0,504.0,82.24,465.8413321,100.0,142.0,0.5,33.07473458,6.614946915,7.782290489,32.47524752,1.565,16.6,16.2
35,2020-09-28,2021-08-14,1.8,9.0,6,41,2,1,Siskin,RFP,N100,182.24,15.2327685,157.6132335,0.864866295,96.64650713,100.0,12.137,,,,,,,,,,,,,,,,,,,13.96226415,,,,,,,1.58,126.2558383,43.84808957,0.692799815,50.69926976,,,,,,,,,,,,,68.4,79.5,,,154.7,7.990875844,9.401030404,,,52.4584605,7.3675,1.8,,,80.10484622,527.0,509.0,82.24,516.5401321,100.0,140.2,0.433,31.35739518,7.241892652,8.519873708,34.07335907,1.547,18.2,17.1
36,2020-09-28,2021-08-14,1.8,9.0,6,42,2,1,Xi19,RFP,N100,182.24,12.26527872,134.3382344,0.737150101,91.3014733,100.0,10.041,,,,,,,,,,,,,,,,,,,13.71069182,,,,,,,1.6,106.9297975,36.67203876,0.58675262,49.74840091,,,,,,,,,,,,,68.6,79.5,,,198.5,6.683112343,7.86248511,,,54.48805929,7.3675,1.8,,,79.59744145,506.0,504.0,82.24,336.6807226,100.0,165.8,0.491,27.40843693,5.58216638,6.567254565,35.14851485,1.985,18.1,17.4
37,2020-09-28,2021-08-14,1.8,9.0,6,43,2,1,Crusoe,RFP,N100,182.24,12.76130002,141.1428342,0.774488774,90.41408363,100.0,10.622,,,,,,,,,,,,,,,,,,,13.8961039,,,,,,,1.7,119.3218334,38.51476831,0.654751061,49.72927896,,,,,,,,,,,,,66.3,77.0,,,162.2,7.018931376,8.257566325,,,55.00169549,7.3675,1.8,,,84.53977423,522.0,506.0,82.24,432.7331305,100.0,132.7,0.38,21.82100084,5.742368641,6.755727813,32.10116732,1.622,16.9,16.1
38,2020-09-28,2021-08-14,1.8,9.0,6,44,2,1,Maris Widgeon,RFP,N100,182.24,9.48854723,123.5455243,0.677927592,76.80203133,100.0,8.724,,,,,,,,,,,,,,,,,,,14.39299124,,,,,,,1.9,110.3731504,31.87616978,0.605647226,47.02002126,,,,,,,,,,,,,68.4,79.9,,,235.4,5.80911318,6.834250801,,,61.22236671,7.3675,1.8,100.0,2.0,89.3380404,513.0,517.0,82.24,246.7762609,100.0,149.1,0.358,13.1723739,3.679434049,4.32874594,37.57281553,2.354,19.1,19.6
39,2020-09-28,2021-08-14,1.8,9.0,6,45,2,1,Paragon,RFP,N100,182.24,9.873383967,130.7134934,0.71726017,75.53454285,100.0,8.795,,,,,,,,,,,,,,,,,,,13.85006353,,,,,,,1.94,114.1089365,32.27559231,0.626146491,44.998445,,,,,,,,,,,,,67.8,78.7,,,223.4,5.881903942,6.91988699,,,59.57333333,7.3675,1.8,,,87.29698329,515.0,507.0,82.24,263.2902391,100.0,151.6,0.416,16.6045569,3.991480025,4.695858853,30.23483366,2.234,16.0,14.9
40,2020-09-28,2021-08-14,1.8,9.0,6,46,2,1,Theodore,RFP,N100,182.24,16.85762228,158.9709971,0.872316709,106.0421246,100.0,12.719,,,,,,,,,,,,,,,,,,,13.16489362,,,,,,,1.54,130.4573544,46.48406926,0.715854667,53.28806471,,,,,,,,,,,,,65.3,75.2,,,189.6,8.471256782,9.966184449,,,50.25178903,7.3675,1.8,,,82.06361965,507.0,506.0,82.24,446.7962438,100.0,187.7,0.34,28.51364268,8.386365495,9.866312347,33.85982231,1.896,17.2,17.1
41,2020-09-28,2021-08-14,1.8,9.0,6,51,3,1,Avalon,RFP,N100,178.78,10.33127741,137.0991221,0.766859392,75.35626233,100.0,8.598,,,,,,,,,,,,,,,,,,,14.15343915,,,,,,,1.9,108.3577715,31.89976847,0.606095601,41.59793674,,,,,,,,,,,,,64.9,75.6,,,182.0,5.703040607,6.709459538,,,55.20169851,7.3675,1.8,,,79.03607981,506.0,515.0,78.78,313.3538795,100.0,147.7,0.621,28.74135053,4.628236801,5.444984471,32.51714006,1.82,16.1,17.1
42,2020-09-28,2021-08-14,1.8,9.0,6,52,3,1,Graham,RFP,N100,178.78,14.21854437,154.2475902,0.86277878,92.18000971,100.0,11.591,,,,,,,,,,,,,,,,,,,13.81909548,,,,,,,1.58,120.6898711,42.72625258,0.675074791,49.52167761,,,,,,,,,,,,,68.6,79.6,,,140.7,7.638599437,8.986587573,,,53.72279496,7.3675,1.8,,,78.24425063,511.0,517.0,78.78,542.8997468,100.0,121.2,0.51,33.55771915,6.579944931,7.741111683,34.63035019,1.407,17.5,18.1
43,2020-09-28,2021-08-14,1.8,9.0,6,53,3,1,Xi19,RFP,N100,178.78,11.14063741,137.9107277,0.771399081,80.78151418,100.0,9.558,,,,,,,,,,,,,,,,,,,13.5935397,,,,,,,1.72,109.5050386,35.61120938,0.612512801,46.16444361,,,,,,,,,,,,,64.2,74.3,,,184.3,6.366572013,7.490084721,,,57.14728682,7.3675,1.8,,,79.40284301,524.0,502.0,78.78,345.4461212,100.0,138.2,0.595,28.4056891,4.774065394,5.616547523,33.04093567,1.843,17.3,16.6
44,2020-09-28,2021-08-14,1.8,9.0,6,54,3,1,Maris Widgeon,RFP,N100,178.78,10.09322237,133.6437124,0.747531673,75.5233612,100.0,9.112,,,,,,,,,,,,,,,,,,,13.49614396,,,,,,,1.95,119.2913785,34.21807019,0.667252369,45.77474299,,,,,,,,,,,,,67.3,77.8,,,230.5,6.117506589,7.197066575,,,60.6100447,7.3675,1.8,30.0,2.0,89.26074882,514.0,526.0,78.78,265.4015874,100.0,149.8,0.361,14.35233396,3.975715779,4.677312681,38.17307692,2.305,19.5,20.2
45,2020-09-28,2021-08-14,1.8,9.0,6,55,3,1,Cadenza,RFP,N100,178.78,8.659517476,126.2311403,0.706069697,68.60048521,100.0,7.731,,,,,,,,,,,,,,,,,,,13.40629275,,,,,,,2.02,105.0671056,29.09353317,0.58768937,41.20490273,,,,,,,,,,,,,63.3,73.1,,,203.2,5.20134186,6.119225718,,,60.06503104,7.3675,1.8,,,83.23390352,514.0,529.0,78.78,255.9715482,100.0,135.1,0.612,21.16403477,3.458175617,4.068441902,31.25599233,2.032,16.6,16.0
46,2020-09-28,2021-08-14,1.8,9.0,6,56,3,1,Istabraq,RFP,N100,178.78,10.49195414,127.1072372,0.710970115,82.54411291,100.0,8.418,,,,,,,,,,,,,,,,,,,13.1713555,,,,,,,1.76,99.10937765,31.4980123,0.554365017,44.30286399,,,,,,,,,,,,,67.9,78.2,,,158.6,5.631214639,6.624958399,,,53.67174281,7.3675,1.8,,,77.97304062,511.0,524.0,78.78,355.0576696,100.0,136.9,0.576,27.9978595,4.860739496,5.718517055,28.50241546,1.586,14.5,15.0
47,2020-09-28,2021-08-14,1.8,9.0,6,57,3,1,Zyatt,RFP,N100,178.78,8.836834222,119.7619084,0.669884262,73.78668507,100.0,7.673,,,,,,,,,,,,,,,,,,,13.1713555,,,,,,,1.9,97.49023561,28.70044206,0.545308399,42.84388166,,,,,,,,,,,,,67.9,78.2,,,142.2,5.131065032,6.036547097,,,58.06451613,7.3675,1.8,,,81.40337515,526.0,516.0,78.78,360.8343905,100.0,102.7,0.601,22.27167283,3.70576919,4.359728459,28.69481766,1.422,15.1,14.8
48,2020-09-28,2021-08-14,1.8,9.0,6,58,3,1,Crusoe,RFP,N100,178.78,13.24903017,143.1955526,0.800959574,92.5240339,100.0,10.545,,,,,,,,,,,,,,,,,,,13.86768448,,,,,,,1.54,107.3448186,38.9889404,0.600429682,48.67778807,,,,,,,,,,,,,67.7,78.6,,,161.2,6.970442764,8.200520899,,,52.61096606,7.3675,1.8,,,74.96379363,514.0,518.0,78.78,432.4096008,100.0,145.2,0.571,35.85073407,6.278587403,7.386573415,34.88372093,1.612,18.1,17.9
49,2020-09-28,2021-08-14,1.8,9.0,6,59,3,1,Robigus,RFP,N100,178.78,3.653700024,60.10889566,0.336217114,60.78468061,100.0,3.482,,,,,,,,,,,,,,,,,,,13.57234315,,,,,,,2.05,48.27792915,13.17273148,0.270040995,39.17924141,,,,,,,,,,,,,67.5,78.1,,,113.7,2.355020934,2.770612863,,,64.45578231,7.3675,1.8,100.0,4.0,80.31744489,522.0,537.0,78.78,207.1258517,100.0,62.7,0.911,11.83096651,1.29867909,1.527857753,18.13031161,1.137,9.4,9.8
50,2020-09-28,2021-08-14,1.8,9.0,6,60,3,1,Hereward,RFP,N100,178.78,10.78991383,127.3647987,0.712410777,84.71660884,100.0,8.921,,,,,,,,,,,,,,,,,,,13.79746835,,,,,,,1.76,104.3143612,33.15221133,0.583478919,46.53524682,,,,,,,,,,,,,68.1,79.0,,,169.9,5.926952342,6.972885108,,,54.9304882,7.3675,1.8,,,81.9020344,533.0,526.0,78.78,348.849461,100.0,139.4,0.474,23.05043744,4.862961486,5.72113116,32.38904627,1.699,17.1,17.2
51,2020-09-28,2021-08-14,1.8,9.0,6,61,3,1,Mercia,RFP,N100,178.78,10.45913767,140.1199334,0.7837562,74.64418104,100.0,8.946,,,,,,,,,,,,,,,,,,,14.03286979,,,,,,,1.91,113.1960275,33.1496453,0.633158225,42.29586357,,,,,,,,,,,,,68.0,79.1,,,168.8,5.926493586,6.972345395,,,56.66330984,7.3675,1.8,,,80.78509943,518.0,532.0,78.78,351.0955916,100.0,129.1,0.594,26.92390588,4.532644087,5.332522456,30.0,1.688,15.6,15.9
52,2020-09-28,2021-08-14,1.8,9.0,6,62,3,1,Soissons,RFP,N100,178.78,10.37805027,131.2525456,0.73415676,79.06932567,100.0,8.385,,,,,,,,,,,,,,,,,,,13.66538953,,,,,,,1.89,105.6307423,31.26148432,0.590842054,42.58148396,,,,,,,,,,,,,67.6,78.3,,,172.6,5.588928167,6.575209608,,,53.85335413,7.3675,1.8,,,80.47900469,517.0,514.0,78.78,323.8081209,100.0,147.9,0.535,25.62180328,4.789122108,5.634261304,29.58292919,1.726,15.3,15.2
53,2020-09-28,2021-08-14,1.8,9.0,6,63,3,1,Theodore,RFP,N100,178.78,15.24348445,159.6756018,0.893140182,95.46533268,100.0,12.319,,,,,,,,,,,,,,,,,,,13.88518024,,,,,,,1.61,131.7062269,45.75741687,0.736694412,51.23206611,,,,,,,,,,,,,64.5,74.9,,,240.1,8.180510988,9.624130574,,,53.6656236,7.3675,1.8,,,82.48362644,520.0,525.0,78.78,340.7126609,100.0,207.3,0.396,27.9693749,7.06297346,8.309380541,34.06698565,2.401,17.5,18.1
54,2020-09-28,2021-08-14,1.8,9.0,6,64,3,1,Claire,RFP,N100,178.78,3.799903342,63.92270949,0.357549555,59.44527966,100.0,3.498,,,,,,,,,,,,,,,,,,,13.72812921,,,,,,,2.19,52.07828819,13.30128665,0.291298178,37.20123953,,,,,,,,,,,,,64.1,74.3,,,135.8,2.378004027,2.797651796,,,62.58064516,7.3675,1.8,100.0,9.0,81.47071457,527.0,533.0,78.78,175.1107531,100.0,81.2,0.833,11.84442129,1.421899315,1.672822724,19.24528302,1.358,10.1,10.3
55,2020-09-28,2021-08-14,1.8,9.0,6,65,3,1,Solstice,RFP,N100,178.78,7.722039798,118.6046839,0.663411365,65.10737642,100.0,6.559,,,,,,,,,,,,,,,,,,,13.66538953,,,,,,,2.02,88.98551404,24.64047135,0.497737521,37.14206997,,,,,,,,,,,,,67.6,78.3,,,179.3,4.405223467,5.182615844,,,57.04740694,7.3675,1.8,,,75.02698134,524.0,516.0,78.78,245.6900986,100.0,135.0,0.893,29.61916983,3.31681633,3.902136859,28.17307692,1.793,14.6,14.7
56,2020-09-28,2021-08-14,1.8,9.0,6,66,3,1,Siskin,RFP,N100,178.78,15.34015494,174.1808287,0.974274688,88.07028333,100.0,11.84,,,,,,,,,,,,,,,,,,,13.29856584,,,,,,,1.65,130.0148714,44.07478006,0.727233871,45.23855602,,,,,,,,,,,,,66.5,76.7,,,184.2,7.879689179,9.270222563,,,51.36642499,7.3675,1.8,,,74.64361743,517.0,512.0,78.78,427.7789999,100.0,174.4,0.592,44.16595729,7.460465759,8.77701854,35.47133139,1.842,18.6,17.9
57,2020-09-28,2021-08-14,1.8,9.0,6,67,3,1,Barrel,RFP,N100,178.78,13.18329389,147.800846,0.82671913,89.19633579,100.0,10.394,,,,,,,,,,,,,,,,,,,14.24657534,,,,,,,1.66,113.4544372,38.22913442,0.634603631,46.241986,,,,,,,,,,,,,62.6,73.0,,,150.5,6.834604652,8.040711355,,,51.84292112,7.3675,1.8,,,76.76169676,513.0,518.0,78.78,454.1265549,100.0,139.8,0.541,34.34640878,6.348689238,7.469046162,31.42580019,1.505,16.0,16.4
58,2020-09-28,2021-08-14,1.8,9.0,6,68,3,1,Paragon,RFP,N100,178.78,9.317627126,129.6921853,0.725428937,71.84416783,100.0,7.802,,,,,,,,,,,,,,,,,,,13.87054161,,,,,,,1.97,102.4302008,29.0832452,0.572939931,40.0911016,,,,,,,,,,,,,65.2,75.7,,,175.5,5.199502578,6.117061856,,,55.80286169,7.3675,1.8,,,78.97947016,505.0,506.0,78.78,296.2679531,100.0,139.0,0.662,27.26198451,4.118124549,4.84485241,30.16815035,1.755,15.9,14.6
59,2020-09-28,2021-08-14,1.8,9.0,6,69,3,1,Riband,RFP,N100,178.78,9.891896085,131.7770524,0.737090572,75.0653919,100.0,7.975,,,,,,,,,,,,,,,,,,,13.84615385,,,,,,,1.86,98.87557795,29.73426159,0.553057266,40.34003788,,,,,,,,,,,,,67.2,78.0,,,178.9,5.315891287,6.25398975,,,53.73986182,7.3675,1.8,,,75.03247046,519.0,515.0,78.78,297.1431687,100.0,154.0,0.719,32.90147449,4.576004797,5.383535056,31.33462282,1.789,16.2,16.2
60,2020-09-28,2021-08-14,1.8,9.0,6,70,3,1,Malacca,RFP,N100,178.78,12.09857871,141.9756436,0.794136053,85.21587511,100.0,9.26,,,,,,,,,,,,,,,,,,,13.06068602,,,,,,,1.84,114.073763,34.67759833,0.638067809,43.66707467,,,,,,,,,,,,,65.9,75.8,,,171.1,6.19966103,7.293718859,,,51.24288709,7.3675,1.8,,,80.34741739,518.0,528.0,78.78,362.3413811,100.0,162.8,0.473,27.90188064,5.898917684,6.939903157,29.92351816,1.711,15.3,16.0
61,2020-09-28,2021-08-14,1.8,9.0,5,3,1,1,Zyatt,RFP,N100,172.16,13.57785483,132.2788892,0.768348566,102.6456672,100.0,8.172,,,,,,,,,,,,,,,,,,,14.30481283,,,,,,,1.84,98.57469878,31.11826549,0.572576085,40.50019333,,,,,,,,,,,,,64.1,74.8,,,101.6,5.357320586,6.302730101,,,39.45631068,7.3675,1.8,,,74.52035573,536.0,514.0,72.16,527.2953333,100.0,155.9,0.41,33.70419041,8.220534246,9.67121676,30.66666667,1.016,16.4,15.8
62,2020-09-28,2021-08-14,1.8,9.0,5,4,1,1,Riband,RFP,N100,172.16,14.33306043,146.1046559,0.848656226,98.10132567,100.0,8.854,,,,,,,,,,,,,,,,,,,14.61126005,,,,,,,1.73,100.3797755,33.70294588,0.583060964,39.71330774,,,,,,,,,,,,,63.7,74.6,,,134.4,5.802299163,6.826234309,,,40.48192771,7.3675,1.8,,,68.70402239,526.0,510.0,72.16,431.7186877,100.0,197.6,0.536,45.7248804,8.530761269,10.03618973,32.33590734,1.344,17.0,16.5
63,2020-09-28,2021-08-14,1.8,9.0,5,5,1,1,Cadenza,RFP,N100,172.16,14.99644532,149.7397465,0.869770832,100.1500648,100.0,8.57,,,,,,,,,,,,,,,,,,,14.14141414,,,,,,,1.94,109.5329546,32.79524039,0.636227664,37.70561068,,,,,,,,,,,,,68.0,79.2,,,129.4,5.646028585,6.642386571,,,37.6491126,7.3675,1.8,,,73.14888471,517.0,501.0,72.16,436.3236928,100.0,214.3,0.43,40.20679197,9.350416737,11.00049028,32.31827112,1.294,17.1,15.8
64,2020-09-28,2021-08-14,1.8,9.0,5,6,1,1,Malacca,RFP,N100,172.16,14.85382212,148.6178106,0.863254012,99.94644694,100.0,9.47,,,,,,,,,,,,,,,,,,,13.85006353,,,,,,,1.75,109.3876878,36.30764997,0.635383874,42.05905734,,,,,,,,,,,,,67.8,78.7,,,131.0,6.250725019,7.35379414,,,42.08159332,7.3675,1.8,,,73.60335034,523.0,528.0,72.16,477.1545816,100.0,180.3,0.456,39.2301228,8.603097106,10.12129071,29.11512845,1.31,15.2,15.4
65,2020-09-28,2021-08-14,1.8,9.0,5,7,1,1,Soissons,RFP,N100,172.16,9.771932297,132.4293417,0.769222477,73.78978232,100.0,8.699,,,,,,,,,,,,,,,,,,,14.01515152,,,,,,,1.92,110.6093442,33.46249619,0.642479927,43.50171397,,,,,,,,,,,,,68.1,79.2,,,160.0,5.760903344,6.777533346,,,58.95357406,7.3675,1.8,,,83.52329082,515.0,528.0,72.16,360.056459,100.0,111.4,0.544,21.81999751,4.011028953,4.718857592,28.47555129,1.6,14.5,15.2
66,2020-09-28,2021-08-14,1.8,9.0,5,8,1,1,Paragon,RFP,N100,172.16,17.97657583,176.2820951,1.023943396,101.9761866,100.0,9.104,,,,,,,,,,,,,,,,,,,14.66836735,,,,,,,2.05,121.9069733,34.54159866,0.708102772,33.73389465,,,,,,,,,,,,,66.9,78.4,,,117.6,5.946681625,6.996096029,,,33.08016878,7.3675,1.8,100.0,1.0,69.15448403,521.0,501.0,72.16,505.6702062,100.0,237.9,0.452,54.37512181,12.02989421,14.15281671,28.66927593,1.176,15.1,14.2
67,2020-09-28,2021-08-14,1.8,9.0,5,9,1,1,Claire,RFP,N100,172.16,8.731045011,110.6374141,0.642642973,78.91584486,100.0,4.364,,,,,,,,,,,,,,,,,,,13.77091377,,,,,,,2.2,63.73036316,16.82640967,0.370181013,26.18313806,,,,,,,,,,,,,67.0,77.7,,,78.6,2.896834689,3.408040811,,,33.17855635,7.3675,1.8,80.0,9.0,57.60290373,535.0,511.0,72.16,368.5540317,100.0,158.3,0.804,46.90705099,5.834210322,6.863776849,18.26003824,0.786,10.1,9.0
68,2020-09-28,2021-08-14,1.8,9.0,5,10,1,1,Xi19,RFP,N100,172.16,16.15207779,165.2449165,0.95983339,97.74629162,100.0,10.248,,,,,,,,,,,,,,,,,,,14.26767677,,,,,,,1.68,113.4587298,39.22801941,0.659030726,40.86961321,,,,,,,,,,,,,67.9,79.2,,,170.3,6.753495822,7.945289203,,,41.81193224,7.3675,1.8,,,68.6609502,519.0,508.0,72.16,396.5646402,100.0,237.0,0.551,51.78618667,9.398581972,11.05715526,34.95618306,1.703,18.4,17.5
69,2020-09-28,2021-08-14,1.8,9.0,5,11,1,1,Theodore,RFP,N100,172.16,16.35432299,164.3719188,0.954762539,99.49584525,100.0,12.982,,,,,,,,,,,,,,,,,,,13.95973154,,,,,,,1.58,135.5184956,49.82063181,0.787165983,52.18117569,,,,,,,,,,,,,64.1,74.5,,,204.8,8.577119972,10.09072938,,,52.44558259,7.3675,1.8,,,82.44625759,521.0,517.0,72.16,418.8046861,100.0,185.7,0.371,28.85342321,7.777203022,9.149650614,32.75529865,2.048,17.1,16.9
70,2020-09-28,2021-08-14,1.8,9.0,5,12,1,1,Maris Widgeon,RFP,N100,172.16,18.75111678,184.3786862,1.070972852,101.6989391,100.0,9.24,,,,,,,,,,,,,,,,,,,14.6529563,,,,,,,2.1,126.6233862,35.02372826,0.735498293,32.70272275,,,,,,,,,,,,,66.4,77.8,,,110.2,6.029685057,7.093747126,,,32.15640502,7.3675,1.8,90.0,2.0,68.67571778,515.0,508.0,72.16,547.1583536,100.0,232.5,0.454,57.75530002,12.72143172,14.96639026,36.6568915,1.102,19.0,18.5
71,2020-09-28,2021-08-14,1.8,9.0,5,13,1,1,Graham,RFP,N100,172.16,8.496135269,134.3274561,0.78024777,63.24943177,100.0,11.527,,,,,,,,,,,,,,,,,,,13.39173967,,,,,,,1.71,130.6123849,44.36658437,0.758668593,56.86217388,,,,,,,,,,,,,69.2,79.9,,,146.0,7.638151165,8.986060194,,,89.90147783,7.3675,1.8,,,97.23431733,510.0,508.0,72.16,523.1610387,100.0,16.4,0.433,3.715071168,0.857984103,1.009393063,34.97053045,1.46,18.2,17.4
72,2020-09-28,2021-08-14,1.8,9.0,5,14,1,1,Avalon,RFP,N100,172.16,9.948894712,143.9210465,0.835972621,69.12744839,100.0,8.659,,,,,,,,,,,,,,,,,,,14.1025641,,,,,,,2.02,116.1118661,33.3881981,0.674441602,39.93934401,,,,,,,,,,,,,67.0,78.0,,,185.0,5.748112185,6.762484924,,,57.77638976,7.3675,1.8,,,80.6774749,511.0,515.0,72.16,310.7087668,100.0,135.2,0.662,27.80918033,4.200782527,4.94209709,31.38401559,1.85,16.3,15.9
73,2020-09-28,2021-08-14,1.8,9.0,5,15,1,1,Mercia,RFP,N100,172.16,16.2743255,170.1482932,0.9883149,95.64789159,100.0,9.257,,,,,,,,,,,,,,,,,,,13.78848728,,,,,,,1.96,119.5893336,35.44084928,0.694640646,35.85987552,,,,,,,,,,,,,64.4,74.7,,,110.9,6.101496612,7.178231308,,,37.49154834,7.3675,1.8,,,70.28535601,531.0,505.0,72.16,550.1800372,100.0,184.9,0.497,50.55895957,10.17282889,11.96803398,28.37837838,1.109,15.4,14.0
74,2020-09-28,2021-08-14,1.8,9.0,5,16,1,1,Solstice,RFP,N100,172.16,12.4317376,157.2668421,0.913492345,79.0486884,100.0,7.426,,,,,,,,,,,,,,,,,,,13.75661376,,,,,,,1.96,96.54249045,28.61081127,0.560771901,31.3202529,,,,,,,,,,,,,65.2,75.6,,,127.7,4.925637268,5.794867374,,,39.62147068,7.3675,1.8,,,61.38769568,519.0,519.0,72.16,385.7194415,100.0,194.6,0.809,60.72435168,7.506100331,8.830706272,27.55298651,1.277,14.3,14.3
75,2020-09-28,2021-08-14,1.8,9.0,5,17,1,1,Barrel,RFP,N100,172.16,16.41137319,160.6310791,0.933033684,102.1681064,100.0,10.85,,,,,,,,,,,,,,,,,,,14.52879581,,,,,,,1.58,111.9495874,41.15599979,0.650264797,44.10987565,,,,,,,,,,,,,65.3,76.4,,,122.7,7.085416925,8.335784617,,,43.17382125,7.3675,1.8,,,69.69360353,509.0,518.0,72.16,577.4585921,100.0,161.5,0.522,48.68149169,9.325956262,10.97171325,31.54819864,1.227,16.0,16.4
